edge,avg_lead_ppm,pipe_age,pipe_diameter,pipe_material
M1L-M4E,0.00012674452936645,62.8,270.0,CI
M4C-M4E,0.00012438234020765,106.91666666666667,175.0,CI
M1N-M4E,0.00012536249828335,75.26666666666667,183.33333333333334,CI
M4B-M4E,0.00012540612892805,93.14285714285714,192.85714285714286,CI
M4E-M4L,0.0001244701623022,91.36363636363636,204.54545454545453,CI
M4J-M4K,0.0001271266102641,91.18518518518519,187.03703703703704,CI
M4K-M4X,0.0001239442046731,57.0,300.0,CI
M4K-M4M,0.00012680956982815,101.81818181818181,262.5,CI
M4G-M4K,0.00012817742116745,39.75,175.0,CI
M4K-M5A,0.00012619347786150002,26.666666666666668,400.0,CI
M1L-M4B,0.0001275786106288,71.1,187.5,CI
M1L-M1N,0.0001275349799841,56.95652173913044,226.08695652173913,CI
M1L-M4A,0.00013046395770455,67.57142857142857,192.85714285714286,CI
M1K-M1L,0.00012915077624465001,52.111111111111114,227.77777777777777,CI
M1L-M1R,0.00013094052133705,64.0,400.0,CI
M2L-M3B,0.00012939416138825,52.11764705882353,244.11764705882354,CI
M3B-M3C,0.00013116294099385,33.92307692307692,203.84615384615384,CI
M3A-M3B,0.0001322264433503,55.8,180.0,CI
M3B-M4G,0.00013012414426355002,47.25,150.0,CI
M3B-M4N,0.00012989723816510002,32.666666666666664,200.0,CI
M2J-M3B,0.00013005151567605,29.0,300.0,PVC
M6E-M6H,0.0001311124771535,94.13333333333334,187.5,CI
M6H-M6R,0.00013090296895795002,88.92307692307692,200.0,CI
M6H-M6P,0.00013132725260399998,93.13333333333334,206.66666666666666,CI
M6G-M6H,0.000131953676328,109.36842105263158,226.31578947368422,CI
M6C-M6H,0.00013184233492605002,89.0,200.0,CI
M6H-M6K,0.00013080858544255001,133.5,150.0,CICL
M6H-M6J,0.00013038478063785,131.75,187.5,CI
M4C-M4J,0.0001258022644668,85.07142857142857,210.71428571428572,CI
M4J-M4M,0.00012709485574805,100.0,162.5,CI
M4J-M4L,0.00012589008656135,79.41666666666667,162.5,CI
M3C-M4J,0.00012950150381765,61.0,300.0,CI
M4G-M4J,0.00012846270708735,17.0,300.0,PVC
M4L-M4M,0.0001255730461254,103.3,245.0,CI
M4M-M5A,0.00012616172334545,100.5,244.44444444444446,CI
M4G-M4T,0.00012709881158169998,58.55555555555556,200.0,CI
M4G-M4S,0.0001288139350712,96.875,168.75,CI
M3C-M4G,0.000130552314721,50.0,230.0,CI
M4G-M4P,0.0001292268861383,54.1,225.0,CI
M4C-M4L,0.00012428045484415,103.9,180.0,CI
M4B-M4C,0.00012521642147,90.13333333333334,186.66666666666666,CI
M6P-M6S,0.00012930325917895,80.08333333333333,175.0,CI
M6N-M6P,0.000129854077734,70.75,225.0,CI
M6E-M6P,0.0001306096635237,73.55555555555556,188.88888888888889,CI
M6P-M6R,0.00013040015532815,83.46153846153847,173.07692307692307,CI
M6M-M6P,0.00013021013727035,78.5,225.0,CI
M5M-M6B,0.0001268189439028,40.333333333333336,175.0,CI
M3H-M5M,0.0001178056179955,47.294117647058826,167.64705882352942,CI
M4R-M5M,0.00012741431627419998,88.22222222222223,177.77777777777777,CI
M2P-M5M,0.0001250687959715,44.666666666666664,216.66666666666666,CI
M4N-M5M,0.00012731938920909999,72.33333333333333,214.28571428571428,CI
M5M-M5N,0.00012768338629599998,28.88888888888889,222.22222222222223,CI
M1R-M4A,0.0001324874679744,48.785714285714285,203.57142857142858,CI
M1P-M1R,0.00013215448341515,47.46666666666667,173.33333333333334,CI
M1R-M1T,0.00013217416767774998,59.285714285714285,221.42857142857142,CI
M1R-M3A,0.00013334107388555,49.18181818181818,227.27272727272728,CI
M1K-M1R,0.0001311742865145,54.666666666666664,250.0,CI
M2H-M2J,0.00012805886263395002,41.142857142857146,250.0,CP
M1W-M2J,0.00012890764130645,41.642857142857146,192.85714285714286,CI
M2J-M3A,0.00013154318848995002,57.2,240.0,CI
M2J-M2K,0.0001262589410841,56.0,350.0,CI
M1T-M2J,0.00013037628228215,35.666666666666664,250.0,CI
M2J-M2L,0.00012871090652789998,61.0,400.0,DIP
M6S-M8X,0.00012685996464635,76.77777777777777,166.66666666666666,CI
M6R-M6S,0.0001288789755329,64.66666666666667,208.33333333333334,CI
M6S-M8Y,0.00012572811307755,55.5,225.0,CI
M6N-M6S,0.00012833289793874998,104.33333333333333,180.0,CI
M9A-M9B,0.0001241285025179,71.6,180.0,AC
M9A-M9R,0.00012340941220519998,62.22222222222222,227.77777777777777,CI
M8X-M9A,0.0001254224440455,77.77777777777777,205.0,CI
M8Z-M9A,0.0001245175934806,88.0,225.0,CI
M9A-M9P,0.00012304114005709998,47.666666666666664,216.66666666666666,CI
M9A-M9N,0.00012308625036475,54.0,150.0,UNK
M6N-M9A,0.0001268953773379,40.333333333333336,216.66666666666666,CI
M1K-M1N,0.00012776874516154998,72.25,193.75,CI
M1M-M1N,0.0001261537254005,54.416666666666664,212.5,CI
M2R-M3H,0.0001093362472504,53.666666666666664,175.0,CI
M3H-M3J,0.00010510037771605,32.0,187.5,CI
M3H-M3K,0.0001091171535998,53.5,186.53846153846155,CI
M2N-M3H,0.0001131473844945,55.5,203.57142857142858,CI
M2K-M2N,0.00011970611348745,43.53846153846154,173.07692307692307,CI
M2M-M2N,0.0001157870428115,45.705882352941174,255.88235294117646,CI
M2N-M2P,0.0001204105624705,55.21739130434783,206.52173913043478,CI
M2N-M2R,0.0001124514683783,61.666666666666664,183.33333333333334,CI
M3L-M3M,0.00010386918597663861,58.411764705882355,197.05882352941177,CI
M3M-M9N,0.0001155206042602,43.0,270.0,CI
M3K-M3M,0.00010898894490295,15.166666666666666,200.0,CI
M3M-M6L,0.00011633431535205,32.666666666666664,216.66666666666666,CI
M3J-M3M,0.0001049721690192,9.0,300.0,PVC
M3M-M6A,0.00011636651851230001,9.0,300.0,PVC
M5T-M6J,0.00012563081768895,100.11764705882354,232.35294117647058,CI
M6J-M6K,0.00012936329984659998,91.95833333333333,222.91666666666666,CI
M6G-M6J,0.00013050839073205,103.52941176470588,170.58823529411765,CI
M5V-M6J,0.00012745162276175,73.0,280.0,CI
M5S-M6J,0.00012736714824285,90.0,150.0,CI
M6L-M6M,0.00012624436014885,34.0,216.66666666666666,CI
M6M-M6N,0.00012923977603014999,78.64516129032258,188.28125,CI
M6E-M6M,0.00012999536181985,72.05,212.5,CI
M6A-M6M,0.0001262765633091,36.5,225.0,CI
M4A-M4B,0.00012912555726615,57.857142857142854,271.42857142857144,CI
M6K-M6R,0.0001298814881667,98.88888888888889,230.55555555555554,CI
M5V-M6K,0.00012787542756645,29.0,200.0,UNK
M4P-M4R,0.00012909490710495,83.6923076923077,200.0,CI
M4N-M4P,0.00012899998003985,61.6,180.0,CI
M4P-M4S,0.0001285273032188,63.625,196.875,CI
M4S-M4T,0.00012639922866219998,69.66666666666667,200.0,CI
M4S-M5P,0.00012950311721109998,78.75,225.0,CI
M4S-M4V,0.00012769205289329998,105.25,200.0,CI
M4R-M4S,0.00012868195603785,44.75,362.5,CI
M6B-M6E,0.0001292268516272,80.64285714285714,230.0,CI
M6C-M6E,0.00013112474584575,93.1875,190.625,CI
M6A-M6E,0.00012667608956245,65.0,300.0,CI
M6B-M6C,0.00012995670939975002,76.6875,221.875,CI
M6C-M6G,0.00013196594502025,74.0909090909091,190.9090909090909,CI
M5P-M6C,0.0001313732429444,83.64285714285714,185.71428571428572,CI
M5N-M6C,0.00013082115179295,69.36363636363636,263.6363636363636,CI
M9C-M9R,0.0001226257343888,53.0,600.0,CP
M9B-M9C,0.00012334482470150002,48.8,280.0,CI
M8W-M9C,0.00012266381737585002,37.333333333333336,250.0,CI
M9C-M9W,0.00012258602075275,57.0,500.0,CP
M9P-M9R,0.0001215435140803,45.333333333333336,225.0,CI
M9R-M9W,0.00012187207259234999,37.6,272.5,CI
M9M-M9R,0.00011610756886745,38.75,237.5,CI
M9B-M9R,0.0001226308765411,52.8,220.0,CI
M9R-M9V,0.00012025584494320001,12.0,150.0,PVC
M4R-M5N,0.0001295186299458,94.11111111111111,241.66666666666666,CI
M5N-M5P,0.00013033979111904998,88.6923076923077,210.71428571428572,CI
M5N-M6B,0.00012892325757439999,27.133333333333333,196.66666666666666,CI
M8V-M8Y,0.0001224812580272,70.5625,189.47368421052633,AC
M8V-M8W,0.00012163816074275,79.125,196.875,CI
M8V-M8Z,0.0001227082590311,70.42857142857143,262.5,CI
M5R-M6G,0.00012998861490185002,103.70588235294117,247.05882352941177,CI
M5P-M6G,0.00013148458434635,66.33333333333333,300.0,CI
M5S-M6G,0.000128936043933,114.66666666666667,150.0,CI
M8W-M8Z,0.00012305805049085,52.333333333333336,277.77777777777777,CI
M8W-M9B,0.00012266895952815,39.0,300.0,PVC
M4N-M4R,0.0001291546328589,106.35714285714286,171.42857142857142,CI
M4R-M5P,0.00013007072109724998,97.125,168.75,CI
M5R-M5S,0.00012684737241265,66.4,195.0,CI
M4Y-M5S,0.00012357212767745,75.3,260.0,CI
M5S-M5T,0.00012405847088990001,66.6842105263158,242.85714285714286,CI
M5H-M5S,0.00012180355945225,12.0,150.0,DICL
M8X-M8Z,0.0001250329993441,62.7,185.0,CI
M8Y-M8Z,0.0001239011477753,61.0,175.0,CI
M8Z-M9B,0.0001237390578165,75.14285714285714,200.0,CI
M6N-M8X,0.0001274107832014,52.54545454545455,190.9090909090909,CI
M6N-M9N,0.00012507458952065,72.0,218.75,CI
M4V-M5R,0.00012758484850819998,111.36363636363636,218.1818181818182,CI
M4Y-M5R,0.0001246246986463,76.66666666666667,191.66666666666666,CI
M5P-M5R,0.00012939591282599999,106.0,150.0,CI
M2L-M4N,0.00012855662901695,32.142857142857146,228.57142857142858,CI
M2P-M4N,0.0001268091125562,38.857142857142854,150.0,CI
M4T-M4V,0.0001259769294038,84.25,175.0,CI
M4T-M4W,0.0001228150061443,66.125,150.0,CI
M4V-M5P,0.0001290808179527,92.95,192.5,CI
M9V-M9W,0.00012021613130715,40.791666666666664,225.0,AC
M9L-M9V,0.0001132520393729,42.0,205.55555555555554,CI
M9M-M9V,0.00011445162758225001,17.75,166.66666666666666,CI
M3C-M4A,0.0001318010078966,59.75,306.25,CI
M3A-M3C,0.00013265461380775002,65.0,150.0,CI
M1J-M1K,0.0001271765391826,48.61538461538461,180.76923076923077,CI
M1K-M1M,0.00012776952166104999,28.76923076923077,203.84615384615384,CI
M1K-M1P,0.00013036473832275,65.3,185.0,CI
M8X-M8Y,0.00012480599834019997,68.4,195.0,CI
M6A-M6B,0.00012550805311645002,54.35294117647059,194.44444444444446,CI
M1S-M1V,0.00012823489938675,41.5,242.85714285714286,AC
M1H-M1S,0.0001265014763921,47.11764705882353,241.1764705882353,AC
M1S-M1T,0.0001295605393499,41.666666666666664,183.33333333333334,AC
M1B-M1S,0.00012418850004670002,34.23076923076923,234.6153846153846,DIP
M1P-M1S,0.0001295408550873,41.0,316.6666666666667,CI
M6L-M9N,0.00012207917363935,42.611111111111114,180.55555555555554,CI
M9N-M9P,0.00012122035223985001,40.10526315789474,205.0,CI
M9M-M9N,0.00011578440702700001,55.142857142857146,250.0,CI
M1H-M1P,0.0001283055565282,57.333333333333336,225.0,CI
M1J-M1P,0.00012815673608325,30.285714285714285,192.85714285714286,CI
M1P-M1T,0.000131364619486,51.0,233.33333333333334,CI
M5H-M5T,0.00012006722889835,92.0,213.33333333333334,CI
M5H-M5J,0.0001198277866467,88.6,280.0,CI
M5B-M5H,0.000117388892278,83.625,225.0,CI
M5C-M5H,0.000119654855892,94.85714285714286,300.0,CI
M4Y-M5H,0.00011958088568589999,119.0,287.5,CI
M2M-M2R,0.00011197590556740001,28.0,191.66666666666666,CI
M2R-M3J,0.00010440446159985,56.5,300.0,CI
M4W-M4X,0.00012099649605895,100.375,218.75,CI
M4W-M4Y,0.0001211476805135,89.75,307.6923076923077,CI
M4V-M4W,0.0001241078303754,96.5,310.0,CI
M1T-M1V,0.00013005866378545,30.428571428571427,178.57142857142858,DIP
M1V-M1W,0.00012859002280975,36.666666666666664,222.22222222222223,CI
M9M-M9P,0.00011573929671935,44.0,250.0,CI
M4Y-M5B,0.0001191574605032,62.53846153846154,246.15384615384616,CI
M4X-M5B,0.00011900627604865,102.66666666666667,250.0,CI
M5B-M5C,0.0001192314307093,85.14285714285714,242.85714285714286,CI
M1T-M3A,0.0001325512099564,61.42857142857143,185.71428571428572,CI
M3A-M4A,0.00013286451025305,18.0,300.0,CI
M2K-M2M,0.00011923055067655,41.64705882352941,191.1764705882353,CI
M1C-M1E,0.00011710540093475,49.266666666666666,206.66666666666666,AC
M1E-M1G,0.00011930587975675,46.42857142857143,214.28571428571428,CI
M1E-M1J,0.00012158327085515,39.0,187.5,CI
M1B-M1E,0.0001194191149547,59.0,250.0,AC
M1T-M1W,0.0001299156627729,41.94736842105263,202.6315789473684,AC
M1H-M1J,0.00012511735738804998,62.0,175.0,CI
M1G-M1J,0.0001226911458447,59.625,243.75,CI
M1J-M1M,0.00012556151942155,53.75,195.83333333333334,CI
M1W-M2H,0.00012759824312469999,42.0,314.2857142857143,CI
M2H-M2K,0.00012494954290235,47.785714285714285,210.71428571428572,CI
M2L-M2P,0.00012630603577935,43.666666666666664,210.0,CI
M2K-M2L,0.0001256015867963,39.714285714285715,207.14285714285714,CI
M3K-M6A,0.00011557971744235001,48.142857142857146,214.28571428571428,CI
M6A-M6L,0.00012292508789145,52.0,206.25,CI
M5J-M5V,0.00012390350315715,43.142857142857146,271.42857142857144,CI
M4X-M5A,0.0001232963581904,55.18181818181818,233.33333333333334,CI
M4X-M4Y,0.00012119826945655,76.5,200.0,CI
M4X-M5C,0.00012127223966265,144.0,150.0,CICL
M3J-M3L,9.90656090229386e-05,34.333333333333336,183.33333333333334,CI
M3L-M3N,9.841598521918058e-05,52.0,300.0,CI
M3L-M9M,0.0001041329887434386,50.666666666666664,400.0,CI
M1B-M1G,0.00012052698994425,50.5,220.0,CI
M1G-M1H,0.00012283996628965,47.166666666666664,197.22222222222223,CI
M5A-M5C,0.00012352151285105,76.1,285.0,CI
M5A-M5E,0.00012418598073715,55.57142857142857,206.25,CI
M9L-M9M,0.00010910376329715,48.63636363636363,175.0,CI
M3N-M9M,0.00010458634798224198,55.0,350.0,CI
M1B-M1C,0.00011832651112225,36.416666666666664,223.33333333333334,AC
M3N-M9L,0.00010338675977289198,46.333333333333336,322.22222222222223,CI
M3J-M3N,9.951896826174199e-05,32.375,288.8888888888889,AC
M3J-M3K,0.00010418536794925,46.0,325.0,DIP
M1B-M1H,0.00012295320148760001,29.333333333333332,300.0,DIP
M5J-M5T,0.00012208269808435,39.0,400.0,DICL
M5E-M5J,0.00012233479296410002,60.0,342.85714285714283,CI
M5C-M5E,0.0001221618622094,79.5,275.0,CI
